Case Number,Time,Date,Year,Type,Country,Fatal,Injury,Area,Location,Activity,Name,Victim's Gender,Age,Species,Predicted Gender
1955.05.08,Unknown,08-May-1955,1955.0,Provoked,USA,N,Diver hit shark & right forearm slightly injured PROVOKED INCIDENT,California,"Malibu, Los Angeles County",Spearfishing,Robert C. Yeargin,,28.0,2 m [6.75'] shark,Male
1955.05.00,Unknown,May 1955,1955.0,Unprovoked,PAPUA NEW GUINEA,N,"Right forearm severely lacerated, left arm & hand lacerated","Admiralty Islands, Manus Province","Lou Island, south of Manus Island",Spearfishing,Sindlin,,24.0,Unknown,
1955.04.13.R,Unknown,Reported 13-Apr-1955,1955.0,Unprovoked,PAPUA NEW GUINEA,N,Left shoulder bitten,Central Province,"Hadrian’s (Haidana?) Island, near Port Moresby",Spearfishing or fishing,Kairua Gairi,,24.0,6' shark,
1955.04.00,Unknown,Apr-1955,1955.0,Unprovoked,USA,N,Hand bitten,Hawaii,"Hilo, Hawai'i","Fishing from boat, Kaimamla",Kanematsu Oshiro,,24.0,Unknown,
1955.03.09,Evening,09-Mar-1955,1955.0,Unprovoked,AUSTRALIA,Y,FATAL,New South Wales,Wamberal,Body surfing,Noel Langford,,22.0,Unknown,Male
1955.03.00.b,Unknown,Mar-1955,1955.0,Unprovoked,PAPUA NEW GUINEA,N,Left leg bitten,"New Ireland, Bismarck Archipelago","Kabiman, West coast",Swimming with speared fish,"Lidua, a male",,24.0,"""small brown-colored shark""",
1955.03.00.a,Morning,Mar-1955,1955.0,Provoked,AUSTRALIA,N,Leg of wetsuit torn after spear fired at shark PROVOKED INCIDENT,Western Australia,Woodman’s Point,"Competing in U/W endurance record, standing beside drum in 10' of water",Theo Watts Brown,,25.0,Unknown,Male
1955.02.10,Unknown,10-Feb-1955,1955.0,Unprovoked,USA,N,"No injury, shark bumped diver's face",California,"Trinidad Bay, Humboldt County",Scuba diving,John Adams,,24.0,"Leopard shark, 3' Triakis semifasciata, identified by J.W. DeWitt (1955)",Male
1955.02.06,Afternoon,06-Feb-1955,1955.0,Unprovoked,USA,N,"Swimfin & 2 wool socks removed by shark, suit torn",California,"Pacific Grove, Monterey County",Spearfishing,James F. Jacobs,,19.0,"White shark, 5 m to 6 m [16.5' to 20]",Male
1955.02.05,Afternoon,05-Feb-1955,1955.0,Unprovoked,AUSTRALIA,Y,"FATAL, legs bitten",New South Wales,"Sugarloaf Bay, Middle Harbor, Sydney",Swimming,Bruno Aloysius Rautenberg,,25.0,3.6 m white shark (or bronze whaler),Male
1955.02.04,Unknown,04-Feb-1955,1955.0,Unprovoked,INDIA,N,Leg bitten,Tamil Nadu,"Vanagiri, Madras (Chennai), Bay of Bengal",Fishing,Nedugattan,,25.0,Unknown,
1955.02.01.,Unknown,01-Feb-1955,1955.0,Watercraft,AUSTRALIA,N,"No injury to occupants; shark grabbed oar, vaulted over scull",New South Wales,Parramatta River,Rowing,"racing scull, occupants: Bill Andrews on bow oar, Dick Brown on #2 oar",,24.0,Unknown,
1955.02.00,Unknown,Feb-1955,1955.0,Watercraft,AUSTRALIA,N,"No injury to occupants, 6 sharks charged boat",New South Wales,Coff’s Harbor,Rowing toward snapper grounds,10' row boat occupants; Douglas Richards & George Irwin,,24.0,4 m [13'] shark x 6,
1955.01.17,Afternoon,17-Jan-1955,1955.0,Unprovoked,AUSTRALIA,Y,"FATAL, anterior left leg & right calf bitten, no tissue lost",New South Wales,"Wyargine Point, Edwards Beach, Balmoral Beach, Sydney",Hunting lobsters in 2.4 m of water,John Willis,,13.0,"Bronze whaler shark,3.7 m [12']",Male
1955.01.15,Afternoon,15-Jan-1955,1955.0,Unprovoked,SOUTH AFRICA,Y,"FATAL, leg bitten",KwaZulu-Natal,A ford known as Brodies Coffin in St. Lucia Bay,Crossing the bay at the ford,Zulu male,,24.0,Unknown,
1955.00.00.d,Unknown,1955,1955.0,Provoked,CUBA,N,Forearm slashed wrist to elbow by hooked shark he was trying to club to death PROVOKED INCIDENT,Havana Province,Cojimar,Fishing,Romilio,,24.0,"""a little shark""",
1955.00.00.c,Unknown,1955,1955.0,Invalid,USA,Unknown,Right leg allegedly bitten by a bull shark,Illinois,Chicago (Lake Michigan),Swimming,George Lawson,,24.0,Questionable incident,Male
1955.00.00.b,Unknown,Ca. 1955,1955.0,Unprovoked,COLUMBIA,N,Swim fin & foot bitten,Isles del Rosario,Southwest of Cartegena,Spearfishing,Gabriel Echiavarria,,12.0,1.5 m [5'] shark,Male
1954.12.29,Unknown,29-Dec-1954,1954.0,Unprovoked,AMERICAN SAMOA,Y,FATAL,Tutuila Island,Near tuna cannery in Pago Pago Harbor,Dived overboard & was swimming near stern of trawler,"Kosuo Mizokawa, Captain of a Japanese trawler",,27.0,Unknown,
1954.12.11,Morning,11-Dec-1954,1954.0,Unprovoked,AUSTRALIA,Y,FATAL,Victoria,Point Lonsdale,Swimming,Lawrence David Burns,,23.0,Unknown,Male
1954.12.09,Afternoon,09-Dec-1954,1954.0,Unprovoked,PAPUA NEW GUINEA,Y,"FATAL, abdomen & thigh bitten",Central Province,"Kila Beach, Port Moresby",Swimming near canoe,Leva Kailovo,,24.0,Unknown,
1954.12.04,Morning,04-Dec-1954,1954.0,Unprovoked,SOUTH AFRICA,N,Shallow lacerations on torso,KwaZulu-Natal,"Rocket Hut Beach, Durban",Swimming,Graham Scott,,16.0,Unknown,Male
1954.11.20,Afternoon,20-Nov-1954,1954.0,Unprovoked,USA,N,Shoulder bitten,Wake Island,Wilkes Islet Lagoon (Pacific Ocean north of the Marshall Islands),Spearfishing,James L. Oetzel,,24.0,"Blacktip reef shark, 1.5 m [5']",Male
1954.10.07,Unknown,07-Oct-1954,1954.0,Sea Disaster,USA,Y,Rescue aircraft saw bodies in the water being bitten by sharks. One survivor saw a shark take off a man’s leg & another reported that the second cook was killed by a shark,Virginia,150 miles off Cape Henry,"American freighter Mormackite, bound from Buenos Aires for Baltimore, capsized & sank in heavy seas",second cook,,24.0,Unknown,
1954.10.06,Unknown,06-Oct-1954,1954.0,Provoked,UNITED KINGDOM,N,Arm broken by tail of netted shark PROVOKED INCIDENT,Isle of Man,Off Fleetwood,Fishing (trawling),John Butcher,,62.0,20' shark,Male
1954.09.21,Unknown,21-Sep-1954,1954.0,Unprovoked,USA,N,Minor bruises & abrasions on leg,California,"La Jolla, San Diego County",Swimming,Clyde Leeper,,35.0,1.5 m [5'] shark,Male
1954.09.04,Unknown,04-Sep-1954,1954.0,Unprovoked,AUSTRALIA,Y,"FATAL, after being bitten by shark, he was picked up by 85' trochus vessel Toorah that wrecked. His wounds reopened & he died",Torres Strait,"Darnley Island, Torres Strait","Spearfishing, hunting crayfish",Kapua Gutchen,,35.0,9' shark,
1954.08.19,Unknown,19955,1954.0,Unprovoked,ITALY,N,Abdomen injured,Liguaria,Finale Ligure,Spearfishing,Aldo Campi,,27.0,Unknown,Male
1954.08.14,Unknown,14-Aug-1954,1954.0,Provoked,USA,N,Right leg bitten when chasing shark from his fishing line PROVOKED INCIDENT,New Jersey,"Barnegat Light, Ocean County",Surf fishing,Lawrence Moody,,24.0,"""sand shark""",Male
1954.08.12.b,Unknown,12-Aug-1954,1954.0,Provoked,CUBA,N,Knee bitten by shark that his dive buddy had shot PROVOKED INCIDENT,Guantanamo Province,Boqueron,Spearfishing,Dr. D.H. Teas,,24.0,"Nurse shark, 58"", 34-lb",
1954.08.12.a,Unknown,12-Aug-1954,1954.0,Provoked,CUBA,N,Right thigh & left calf injured by speared shark PROVOKED INCIDENT,Guantanamo Province,Boqueron,Spearfishing,Dr. H. Warmke,,24.0,"Nurse shark, 58"", 34-lb",
1954.08.10,Evening,10-Aug-1954,1954.0,Unprovoked,USA,N,6 puncture wounds to lower leg,Louisiana,Lake Pontchartrain,Wading,Corrine Hammett,,27.0,Unknown,Female
1954.07.27,Evening,27-Jul-1954,1954.0,Watercraft,ITALY,Unknown,No injury to occupants. Shark tore nets & trawl and struck boat repeatedly,Venice Province,Off Chioggia,Fishing trawler Flavio Gioia,10 crew,,24.0,5m shark,
1954.07.15,Evening,15-Jul-1954,1954.0,Unprovoked,THE BALKANS,Y,FATAL,Slovenia,Between Punta Grossa & Koper,Swimming,a Hungarian refugee,,24.0,Unknown,
1954.07.10,Morning,10-Jul-1954,1954.0,Unprovoked,USA,N,Left leg,Louisiana,Pontchartrain Beach,Wading,Barbara Croft,,4.0,2' shark,Female
1954.07.03,Unknown,03-Jul-1954,1954.0,Unprovoked,BERMUDA,N,"Left thigh bitten, chest lacerated & defense wounds on foot, fingers and hands",South shore,Elbow Beach,Swimming,"Sub-Lieut. Edwin Michael Marks, of H.M.S. Sheffield",,22.0,"2.4 m [8'] shark, possibly a dusky shark",
1954.06.29,Unknown,29-Jun-1954,1954.0,Provoked,USA,N,Right elbow & forearm lacerated PROVOKED INCIDENT,California,"Santa Monica, Los Angeles County",Grabbed shark & threw it on deck,"Frank Donahue, a movie stuntman",,35.0,Unknown,Male
1954.06.27,Afternoon,27-Jun-1954,1954.0,Unprovoked,AUSTRALIA,N,"Shark bit right arm & shoulder, then Aken says, he ""knocked out"" the shark",Queensland,Fitzroy Island,Pearl diving from lugger Whyalla,Morslem Aken,,30.0,2.4 m [8'] shark,
1954.05.26.R,Unknown,Reported 26-May-1954,1954.0,Unprovoked,PAPUA NEW GUINEA,Y,"FATAL, decapitated",East Sepik,Wewak,"Fishing / cleaning fish, dived into water to retrieve a lost fish","male, a native constable",,24.0,Unknown,
1954.04.08,Unknown,08-Apr-1954,1954.0,Invalid,USA,Unknown,"Body recovered, mutilated by shark/s",Hawaii,"Wailupe, O'ahu",Fishing from shore,Gordon S. Chun,,24.0,Shark involvement prior to death was not confirmed,Male
1954.04.00,Unknown,Apr-1954,1954.0,Provoked,SUDAN?,N,"Speared small shark, shark bit his thigh and/or buttock PROVOKED INCIDENT",Red Sea,Southern part,Spearfishing,Jean Foucher-Createau,,24.0,Unknown,Male
1954.02.27,Afternoon,27-Feb-1954,1954.0,Unprovoked,AUSTRALIA,Y,"FATAL, right thigh bitten",New South Wales,"The Entrance, near Gosford",Swimming,Reg Fabrizius,,23.0,Unknown,Male
1954.01.30,Unknown,30-Jan-1954,1954.0,Unprovoked,AUSTRALIA,N,Abrasions to arm,New South Wales,Avoca Beach,Swimming,Bruce Bourke,,24.0,Unknown,Male
1954.01.22.b,Unknown,22-Jan-1954,1954.0,Unprovoked,AUSTRALIA,N,Severe laceration to arm,Torres Strait,Naghir Island,Spearfishing,Annie Mills,,30.0,Unknown,Female
1954.01.22.a,Afternoon,22-Jan-1954,1954.0,Unprovoked,ARGENTINA,N,"Arm & left calf bitten, right leg lacerated",Buenos Aires Province,"Miramar Beach, 46 km south of Mar de Plata, Buenos Aires",Floating,Alfredo Aubone,,18.0,White shark tooth fragment recovered from ankle & identified by Dr. W. I. Follett,Male
1954.01.15,Afternoon,15-Jan-1954,1954.0,Unprovoked,PAPUA NEW GUINEA,N,Back & thighs lacerated,Madang Province,"Singour, 60 miles south of Madang",Crouching in the water,Ramlen,,26.0,14' shark,
1954.00.00.b,Unknown,1954,1954.0,Unprovoked,USA,N,Bitten on foot,Hawaii,Moloka'i,Fishing,Severino,,24.0,a small shark',Male
1954.00.00.a,Unknown,1954,1954.0,Unprovoked,PAPUA NEW GUINEA,N,Leg & abdomen lacerated,West New Britain Province,"Volupai, Talasea",Swimming,boy,,12.0,Unknown,Male
1953.12.30,Morning,30-Dec-1953,1953.0,Unprovoked,SOUTH AFRICA,N,Left calf lacerated,Eastern Cape Province,"Second Beach, Port St. Johns",Swimming,Mrs. G. Rautenbach,,24.0,Said to involve a >4 m [13'] shark,
1953.12.22,Unknown,22-Dec-1953,1953.0,Unprovoked,SOUTH AFRICA,N,Lacerations to arm,Eastern Cape Province,Port Elizabeth,Swimming,Glen Stoddart,,23.0,Unknown,Male
1953.12.13,Afternoon,13-Dec-1953,1953.0,Unprovoked,AUSTRALIA,N,Bruised shoulder chest & foot,Queensland,Palm Beach,Swimming or wading out to warn bathers that a shark had been seen,"Neil Tapp, cadet lifesaver",,16.0,Unknown,Male
1953.12.00,Unknown,Dec-1953,1953.0,Unprovoked,AUSTRALIA,N,"No Injury, shark charged surfski",New South Wales,Maroubra Beach,Surf skiing,Jack Haynes,,24.0,3.7 [12'] shark,Male
1953.09.20.R,Unknown,Reported 20-Sep-1953,1953.0,Unprovoked,USA,N,No injury,California,"Santa Catalina Island, Los Angeles County",Scuba diving,Al Diamond,,24.0,Unknown,Male
1953.09.18,Unknown,18-Sep-1953,1953.0,Sea Disaster,USA,N,Hand bitten,Georgia,200 miles east of Savannah,Aircaft exploded,Sgt. Larry Charles Graybill,,24.0,Unknown,
1953.09.03.R,Unknown,Reported 03-Sep-1953,1953.0,Unprovoked,USA,N,Laceration to right lower leg,New York,Rockaway Beach,Surf fishing,"Alan Stevenson, Jr.",,15.0,80-lb sand shark,Male
1953.09.02,Unknown,02-Sep-1953,1953.0,Unprovoked,USA,N,Leg & foot bitten,Hawaii,"Waiau, Pearl Harbor, O'ahu",Crabbing,Daniel Gonsalves,,24.0,"Hammerhead shark, 1.5 m [5']",Male
1953.08.00,Afternoon,Aug-1953,1953.0,Invalid,MEXICO,Unknown,No injury,Guerrero,Acapulco,Free diving,Arthur R. Satz,,19.0,Invalid,Male
1953.07.31,Unknown,31-Jul-1953,1953.0,Unprovoked,MEXICO,Y,FATAL,Colima,Manzanillo,Wading,Ema Aquilera Prada,,18.0,Unknown,Female
1953.07.26,Morning,26-Jul-1953,1953.0,Unprovoked,USA,Y,"FATAL, thigh bitten",Hawaii,"Maile Beach, O'ahu",Spearfishing,Harold Souza,,15.0,3 m [10'] shark seen in vicinity,Male
1953.07.16,Unknown,16-Jul-1953,1953.0,Provoked,USA,N,Arm bitten by hooked shark PROVOKED INCIDENT,California,"Santa Catalina Island, Los Angeles County",Fishing from market fishboat Sea Spray,Captain Forest M. Richel,,24.0,Unknown,
1953.07.15,Unknown,15-Jul-1953,1953.0,Unprovoked,USA,N,Lower left leg severely bitten,Florida,"Juno Beach, Palm Beach County",Standing,Mrs. D. F. Gunn,,26.0,Unknown,
1953.07.09,Unknown,09-Jul-1953,1953.0,Watercraft,CANADA,N,Burns drowned as result of attack on boat,Nova Scotia,"Fourchu, Cape Breton Island",Fishing for lobsters,"12' to 14' dory, occupants: John D. Burns & John MacLeod",,24.0,"White shark, 3.7 m [12'], 500 to 500-kg [1,200 lb], identified by W. C. Shroeder based on tooth fragment ebedded in gunwale",
1953.07.04,Morning,04-Jul-1953,1953.0,Unprovoked,USA,N,"Shark made 3 passes at him, lacerating his calf, shin and ankle",Hawaii,Kaula Rock near Niihau,Accidentally dragged overboard from the sampan Holokahana into school of yellowfin tuna,"David Crick, fisherman",,24.0,Unknown,Male
1953.07.00,Unknown,01-Jul-1953,1953.0,Unprovoked,PANAMA,N,Hand severely bitten,Gulf of Panama,60 miles offshore,Retrieving bait box that had fallen overboard,Jose Gonzales,,19.0,Unknown,Male
1953.04.04,Afternoon,04-Apr-1953,1953.0,Unprovoked,USA,N,Lacerations to right foot,Texas,South Padre Island,Swimming,Susan Smith,,19.0,Unknown,Female
1953.04.00.a,Unknown,Apr-1953,1953.0,Unprovoked,IRAN,N,Right forearm severed at the elbow,Karun River,"near Ahvaz, 275 km from the sea",Swimming in midriver near sewage outlet & 400 m from a slaughterhouse,Mr. Nasser Seemrookh,,24.0,"1.5 m [5'] shark, probable bull shark",
1953.03.22,Unknown,Mar-1953,1953.0,Unprovoked,AUSTRALIA,N,Arm lacerated,New South Wales,"Long Reef, Collaroy",Spearfishing,Helmut Scheidl,,23.0,Unknown,Male
1953.03.19.R,Unknown,Reported 19-Mar-1953,1953.0,Unprovoked,AUSTRALIA,N,Abrasion,South Australia,"Schnapper Rock, Kirton Point",Spearfishing,Michael Leech,,24.0,8' shark,Male
1953.03.00.a,Unknown,Mar-1953,1953.0,Unprovoked,PAPUA NEW GUINEA,Y,"FATAL, arm & leg severed & shark smashed at his body with its tail",Milne Bay Province,"Off Rossel Island, Louisiade Archipelago",Went over side of boat at trochus ground,Captain of cutter Hetabu,,24.0,Tiger shark,
1953.02.18,Unknown,18-Feb-1953,1953.0,Provoked,USA,N,Hand bitten PROVOKED INCIDENT,Hawaii,"Barber’s Point, O'ahu",Bitten while cutting shark from net,James S. Takeuchi,,24.0,Unknown,Male
1953.02.15,Evening,15-Feb-1953,1953.0,Unprovoked,AUSTRALIA,N,"Shark tore off face mask, diver’s face, nose & chin lacerated",New South Wales,Cave at Shell Harbour,Spearfishing,Rex Gallagher,,25.0,Wobbegong shark,Male
1953.01.20,Unknown,20-Jan-1953,1953.0,Provoked,AUSTRALIA,N,Finger bitten by hooked shark PROVOKED INCIDENT,South Australia,Largs Bay,Fishing,Ernest Lamerton,,61.0,Unknown,Male
1953.01.08,Afternoon,08-Jan-1953,1953.0,Watercraft,AUSTRALIA,N,"No injury to occupant, shark charged boat",Tasmania,Wynyard,Fishing,14-foot boat Sintra,,24.0,10' to 12' shark,
1953.00.00.b,Unknown,1953,1953.0,Unprovoked,PAPUA NEW GUINEA,Y,"FATAL, torso bitten",Bougainville (North Solomons),"Kahuli, Buka Island",Washing,male,,24.0,Unknown,Male
1953.00.00.a,Unknown,1953,1953.0,Unprovoked,USA,N,Leg lacerated thigh to ankle,Florida,"Juno Beach, Palm Beach County",Standing,girl,,24.0,Unknown,
1952.12.24,Unknown,24-Dec-1952,1952.0,Unprovoked,AUSTRALIA,N,"No injury, board bumped by shark",Victoria,"Portsea Beach, near Melbourne",Lying prone on surfboard,Bernard Bade,,24.0,Unknown,Male
1952.12.21,Unknown,21-Dec-1952,1952.0,Unprovoked,AUSTRALIA,N,Bitten on thigh and buttocks,South Australia,Cape Douglas,"Fishing, setting nets",John Holmes,,25.0,2.4 m [8'] shark,Male
1952.08.04,Unknown,04-Aug-1952,1952.0,Provoked,ITALY,N,Bitten by hooked shark PROVOKED INCIDENT,Genoa Province,Riva Trigoso,Fishing,Franco Podesta,,17.0,200-lb shark,Male
1952.08.03,Unknown,03-Aug-1952,1952.0,Unprovoked,USA,Y,"FATAL, disappeared while swimming, shark bite found on right side of body",Hawaii,"Between Ala Moana Channel & Kewalo Basin, O'ahu",Swimming,Shigeichi Kawamura,,24.0,Unknown,
1952.12.07,Afternoon,07-Dec-1952,1952.0,Unprovoked,USA,Y,"FATAL, leg lacerated",California,"Pacific Grove, Monterey Bay, Monterey County",Body surfing & treading water,Barry Wilson,,17.0,"White shark,4.6 m [15']",Male
1952.12.03,Unknown,03-Dec-1952,1952.0,Unprovoked,USA,Y,"FATAL, left arm severed below the elbow",Hawaii,"Maile Beach, O'ahu",Swimming from fishing boat setting nets,Gerbacio Solano (or Salamo),,40.0,>6.7 m [22'] shark,
1952.10.12,Unknown,12-Oct-1952,1952.0,Unprovoked,PAPUA NEW GUINEA,N,Right thigh bitten,"Abau Sub District, Central Province",Lalaura Village,Fishing,male,,24.0,Unknown,Male
1952.08.05,Morning,05-Aug-1952,1952.0,Provoked,ITALY,Y,Multiple injuries PROVOKED INCIDENT,Teramo,Giulianova,Fishing,Vittorio Speca,,19.0,2m shark,Male
1952.07.27.d,Unknown,27-Jul-1952,1952.0,Watercraft,USA,N,No injury to occupants. Shark chasing fish leapt into skiff & flopped out,Florida,"Panacea, Wakulla County",Fishing for trout,a skill. Occupants George Lunsford & 2 companions,,24.0,"Hammerhead shark, 5'",
1952.07.27.c,Unknown,27-Jul-1952,1952.0,Provoked,USA,N,Finger bitten by hooked shark PROVOKED INCIDENT,South Carolina,Seabrook Beach,Fishing,Ben Tillman Homes,,43.0,a small shark',Male
1952.07.27.b,Unknown,27-Jul-1952,1952.0,Provoked,USA,N,Thumb bitten by hooked shark PROVOKED INCIDENT,South Carolina,Seabrook Beach,Fishing,Truman Jones,,34.0,a small shark',Male
1952.07.27.a,Unknown,27-Jul-1952,1952.0,Sea Disaster,USA,Y,FATAL & some of the survivors were bitten by sharks,California,"Off Santa Monica, Los Angeles County",Boat exploded,"Wes Wiggins and 7 others on the boat, Sparetime",,24.0,Unknown,Male
1952.07.13,Unknown,13-Jul-1952,1952.0,Provoked,USA,N,Part of hand removed by shark he had caught PROVOKED INCIDENT,California,"San Diego, San Diego County",Fishing,"Gerald Howard, on board sportsfishing boat Teresa A",,34.0,Unknown,Male
1952.07.05,Morning,05-Jul-1952,1952.0,Unprovoked,USA,N,Leg lacerated & bone fractured,Puerto Rico,"Mona Island, 40 miles west of the mainland","Spearfishing, carrying fish on spear",Juan Suarez Morales,,24.0,"Tiger shark, 1.5 m [5']",Male
1952.05.27,Morning,27-May-1952,1952.0,Unprovoked,USA,N,Foot & swimfin bitten,California,"Imperial Beach, San Diego County",Swimming on surface,"Arthur E. Taylor, a navy diver & member+G1053 of a 24-man demolition team",,24.0,"White shark, 2 m to 4 m [6'9"" to 13']",Male
1952.05.07.R,Unknown,Reported 07-May-1952,1952.0,Unprovoked,AUSTRALIA,N,Lacerations to 2 fingers & knuckles abraded,Western Australia,Boyup Brook,"Fishing, standing in water washing fish",Mr. M. King,,24.0,"Carpet shark, 5'",
1952.04.06,Morning,06-Apr-1952,1952.0,Watercraft,AUSTRALIA,N,No injury to fisherman Alf Dean & other occupants;,South Australia,Streaky Bay,Fishing for white sharks,25' cutter,,24.0,"White shark, 15'3"", 2,333-lb",
1952.04.00,Unknown,Apr-1952,1952.0,Provoked,SUDAN,N,Right forearm lacerated by speared shark PROVOKED INCIDENT,Red Sea State,"Suakin Harbor, Suakin Island",Spearfishing,Hans Hass,,24.0,"a ""small slim brown shark""",Male
1952.01.23,Unknown,23-Jan-1952,1952.0,Provoked,MAURITIUS,N,Right foot lacerated by a larger shark. Lost several toes PROVOKED INCIDENT,Port Louis Province,Port Louis,"Spearfishing, speared a small shark",Bernard Montessier,,24.0,Unknown,Male
1952.01.07,Unknown,07-Jan-1952,1952.0,Unprovoked,AUSTRALIA,N,Bitten on left calf and ankle,New South Wales,Evans Head,Surfing,Charles Thomas,,24.0,8' shark,Male
1952.00.00.e,Unknown,1952-1954,1952.0,Unprovoked,LIBERIA,Y,FATAL,Montserrado,"West Breakwater, Monrovia / Freeport","Diving, recovering fish killed by dynamite",male,,24.0,Unknown,Male
1952.00.00.d,Unknown,1952,1952.0,Unprovoked,PAPUA NEW GUINEA,N,"Arm bitten, surgically amputated","Admiralty Islands, Manus Province",Manus Island,Spearfishing,male,,24.0,Unknown,Male
1952.00.00.c,Unknown,1952,1952.0,Unprovoked,PAPUA NEW GUINEA,Y,"FATAL, ""No remains""","Admiralty Islands, Manus Province","Momote, Manus Island",Spearfishing,male,,24.0,"""Attacked by a number of sharks""",Male
1952.00.00.b,Unknown,1952,1952.0,Unprovoked,PAPUA NEW GUINEA,Y,"FATAL, lower abdomen removed",New Ireland Province,"Samo Plantation, east coast",Spearfishing,"Kiaploki, a male",,27.0,Unknown,
1952.00.00.a,Unknown,1952,1952.0,Unprovoked,USA,Y,"FATAL, groin bitten",Florida,Near Key West,Swimming,"male, a Pan American pilot wearing a flourescent bathing suit",,24.0,Unknown,
1951.12.21,Unknown,21-Dec-1951,1951.0,Unprovoked,MOZAMBIQUE,Y,"FATAL, right leg, thighs & hands bitten",Bay of Maputu,Catembe,Swimming,Carlos do Amaral,,15.0,Unknown,Male
1951.12.16,Unknown,16-Dec-1951,1951.0,Provoked,AUSTRALIA,N,Speared shark lacerated left leg above ankle PROVOKED INCIDENT,New South Wales,North Bondi,Spearfishing,Lindsay Munn,,18.0,"Wobbegong shark, 1.8 m [6']",Female
1851.12.15.R,Unknown,1951.12.15.R,1951.0,Invalid,MOZAMBIQUE,Unknown,No injury,Sofala Province,Beira,Swimming,Antonio De Almeida Pinto,,24.0,Invalid,Male
1951.12.06,Afternoon,06-Dec-1951,1951.0,Unprovoked,AUSTRALIA,Y,FATAL,New South Wales,"Merewether Beach, Newcastle",Treading water,"Frank Olkulich, the local surf-ski champion",,21.0,2.4 m [8'] shark,Male
1951.11.29,Afternoon,29-Nov-1951,1951.0,Unprovoked,SOUTH AFRICA,N,Thigh bruised & abraded,KwaZulu-Natal,"South Beach, Durban",Swimming,Harold Tait,,23.0,"White shark, 1.8 m [6']",Male
1951.11.28.b,Unknown,28-Nov-1951,1951.0,Unprovoked,JAMAICA,N,Lacerations to left hand,Kingston Parish,Kingston Harbor,Fishing,George Lewis,,81.0,Unknown,Male
1951.11.28.a,Afternoon,28-Nov-1951,1951.0,Unprovoked,SOUTH AFRICA,N,"Leg severed below knee, defense wounds on hand",KwaZulu-Natal,Winkelspruit,Treading water,George Plowman,,24.0,"White shark, 2.4 m [8']",Male
1951.10.22,Evening,22-Oct-1951,1951.0,Unprovoked,AUSTRALIA,Y,"FATAL, leg severed, shark dragged him through hole in protective net",Queensland,"Ocean baths, Kissing Point Beach",Swimming,Arthur James Kenealey,,42.0,Unknown,Male
1951.09.29,Unknown,29-Sep-1951,1951.0,Unprovoked,ITALY,Y,FATAL,Salerno,Amalfi,Swimming,Anna Wurn,,21.0,Unknown,Female
1951.09.03.R,Evening,Reported 03-Sep-1951,1951.0,Unprovoked,ITALY,N,3 fingers severed when he used his hand as bait,Salerno Province,Salerno,Fishing for squid,Luca Caputo,,24.0,Unknown,Male
1951.09.02-R,Unknown,Reported 02-Sep-1951,1951.0,Unprovoked,AUSTRALIA,Y,"FATAL, abdominal wounds & right leg severed at the hip",Queensland,Fitzroy River near Rockhampton,"Body found on deserted luxury yacht, 38’ Christine",Dr. E. Al Joske,,56.0,Unknown,
1951.08.17.b,Unknown,17-Aug-1951,1951.0,Unprovoked,GREECE,N,Injured but survived,Corfu Island,Off Royal Residence,Swimming,George Athanasenas,,18.0,White shark,Male
1951.08.17.a,Unknown,17-Aug-1951,1951.0,Unprovoked,GREECE,Y,"FATAL, body not recovered Another man was also injured by the shark at same time (see below)",Corfu Island,Off Royal Residence,Swimming,Vanda Pierri,,16.0,White shark,Female
1951.08.16.R,Unknown,Reported 16-Aug-1951,1951.0,Unprovoked,ITALY,N,No injury,Taranto,Torre Colimena,Diving (Hookah),male,,24.0,Unknown,Male
1951.08.00,Unknown,Between 01-Aug-1951 & 08-Aug-1951,1951.0,Unprovoked,COLUMBIA,Y,FATAL,Caribbean Sea,Cartegena,Bathing,"4 people killed in the past week, others injured",,24.0,Unknown,
1951.06.25,Unknown,25-Jun-1951,1951.0,Unprovoked,USA,Y,"FATAL, victim seen in shark's mouth",Hawaii,"Kapehu Beach, Laupahoehoe, Hawai'i",Swept out to sea while fishing,Alejandro Nodura,,24.0,Unknown,Male
1951.06.00,Morning,Jun-1951,1951.0,Unprovoked,FRENCH POLYNESIA,N,Right thumb bitten,Tuamotus,"Outer edge of Hikueru, one of the Central Tuamotu atolls",Spearfishing,Don M. Clark,,39.0,Unknown,Male
1951.03.26,Afternoon,26-Mar-1951,1951.0,Provoked,AUSTRALIA,N,Minor laceration to chest when he grabbed the shark by its tail PROVOKED INCIDENT,New South Wales,Avalon,Fell off surf ski,Ken Davidson,,23.0,"Wobbegong shark, 4'",Male
1951.03.24,Unknown,24-Mar-1951,1951.0,Unprovoked,AUSTRALIA,N,Severe lacerations of chest & thigh,New South Wales,Sydney,"Fishing, casting in the surf",male,,20.0,5.5 m [18'] shark,Male
1951.03.15,Afternoon,15-Mar-1951,1951.0,Unprovoked,SOUTH AFRICA,N,Left foot lacerated,KwaZulu-Natal,"South Beach, Durban",Body surfing,Heinrich Stapelberg,,19.0,Unknown,Male
1951.02.19,Afternoon,19-Feb-1951,1951.0,Unprovoked,SOUTH AFRICA,N,"Leg bitten, defense wounds on hands",Eastern Cape Province,Port St. Johns,Body surfing,Keith Huskisson,,31.0,136-kg [300-lb] shark,Male
